	irradiance_normalized	rh_normalized	outdoor_temperature_normalized	time
0	1.405206119649569	-1.2715164384066544	2.1376590018028954	0.05808
1	-0.22895040601207944	-1.3031698888501269	2.0387442219974106	0.31655
2	-0.25270494817297623	-1.5667101192046244	2.0227602066663644	0.57499
3	-0.36166278169115484	-1.9744096476892017	1.9473287918506712	0.8334
4	-0.44805938919924737	-1.853716837088691	1.830815173247477	1.09185
5	-0.47548456295679115	-1.7301336848253455	1.732666750341427	1.35033
6	-0.4916613254788703	-1.6027481898890479	1.6352025746670138	1.60882
7	-0.4998979459205549	-1.4469293096142317	1.5380942075530522	1.86722
8	-0.4993945619363419	-1.2648518156404096	1.472242253980282	2.12564
9	-0.49931572312116745	-1.0293801702203824	1.4129864437204942	2.3841
10	-0.49951966766183015	-0.8538340065574807	1.3646512192776374	2.6425
11	-0.49941047775348985	-0.7306226700905672	1.3072565614879026	2.90092
12	-0.498755338303448	-0.677165380112894	1.2658732889184807	3.15938
13	-0.49821827200852664	-0.6260582465843707	1.2206856017411551	3.4178
14	-0.49656598810740415	-0.5685250136307098	1.1485385736373217	3.67621
15	-0.4974813326610502	-0.6021638201192852	1.148921752087038	3.93461
16	-0.4937673952363495	-0.5675568894815076	1.1243435915266278	4.19303
17	-0.49311891822139287	-0.6014061577416486	1.1538209622655613	4.45142
18	-0.4928402063536631	-0.6745416233607097	1.2118998672869326	4.70982
19	-0.49472456507691914	-0.5055899285401966	1.079210644127833	4.96824
20	-0.49438515102285796	-0.47084269005470897	1.0414128270521903	5.22664
21	-0.4964109014240326	-0.48596086064550803	1.0257298805030641	5.48505
22	-0.4993634705726111	-0.4632730816707313	0.9850034852760143	5.74346
23	-0.4949995755918238	-0.3547730230362572	0.9448244878342731	6.00186
24	-0.49257778043836387	-0.35811936520415133	0.9550608264195667	6.26027
25	-0.4925318836633327	-0.5498500391004519	1.01519247313585	6.51868
26	-0.4947001361482735	-0.3832204391595458	0.9523512073822835	6.77709
27	-0.4948222807915017	-0.379347942562739	0.9356555749303341	7.03549
28	-0.49448693822554807	-0.3314749049239398	0.9095173306817901	7.29389
29	-0.49328214788097957	-0.39612174575652026	0.9304826658591558	7.55231
30	-0.49333692790279093	-0.4237834379326313	0.9497510679020617	7.81072
31	-0.4935475348785389	-0.39984691911323217	0.934068121352935	8.06912
32	-0.4934598128165841	-0.43655846746666516	0.9692657989483564	8.32754
33	-0.4942422788038093	-0.4031862458887406	0.930427926080625	8.58594
34	-0.4941123613196484	-0.3580913036346093	0.9063971633055241	8.84436
35	-0.49411754321360357	-0.4231169756560076	0.920903204616234	9.10275
36	-0.49594601150920065	-0.49586659469386407	0.9550608264195667	9.36116
37	-0.4969190971669182	-0.21423366737710692	0.8288856369056539	9.61957
38	-0.49685839498058665	-0.22801891341465652	0.7865444182119395	9.87798
39	-0.4964534669815212	-0.1782727660089237	0.7610083115272368	10.13639
40	-0.49817792726273313	-0.1597801916806895	0.7417399094843313	10.39481
41	-0.49781963630926385	-0.10483563851728618	0.678542835170313	10.6532
