	time	irradiance	rh	outdoor_temperature
1193	308.35489	27.59826	74.5705	11.6031
1194	308.6133	56.32162	70.1282	12.8278
1195	308.87177	58.1053	65.72560000000001	13.957
1196	309.13018	21.92537	61.808099999999996	13.880099999999999
1197	309.38858	21.49782	61.421099999999996	14.1551
1198	309.64698	18.98063	62.109899999999996	14.2297
1199	309.90539	13.98572	62.503	14.1527
1200	310.16379	13.21572	63.0201	14.275499999999997
1201	310.4222	13.11318	62.203599999999994	14.4181
1202	310.68061	11.61361	62.1516	14.290099999999999
1203	310.93903	11.24428	62.0886	14.5333
1204	311.1975	8.30909	61.6395	14.4255
1205	311.4559	8.98947	62.206999999999994	14.2453
1206	311.71432	7.0052	61.9837	14.3306
1207	311.97271	4.19228	62.955	14.009
1208	312.23112	3.66497	64.4328	13.7267
1209	312.4896	2.56248	65.1378	13.7167
1210	312.748	1.83664	65.7781	13.557
1211	313.00641	0.99214	66.9623	13.3453
1212	313.26482	0.32722	67.9886	13.192800000000002
1213	313.52324	-0.00476	68.7879	12.9923
1214	313.78164	-0.08724	69.4738	12.8467
1215	314.04004	-0.08086	70.5532	12.7657
1216	314.29846	-0.07524	71.5518	12.736
1217	314.55686	-0.08272	73.4028	12.5064
1218	314.81527	-0.0827	76.3578	12.291200000000002
1219	315.07368	-0.05933	76.3737	12.3923
1220	315.33208	-0.06196	76.2052	12.3801
1221	315.59048	-0.06715	77.3845	12.248
1222	315.8489	-0.08556	79.2804	11.9642
1223	316.10731	-0.08008	79.9141	11.747300000000001
1224	316.3657	-0.04575	79.36150000000002	11.874900000000002
1225	316.62411	-0.06701	79.1823	11.833599999999999
1226	316.88252	-0.05834	78.93000000000002	11.745900000000002
1227	317.14096	-0.06858	80.1369	11.5708
1228	317.39934	-0.08224	82.8644	11.3245
1229	317.65774	-0.06218	83.316	11.2374
1230	317.91614	-0.06273	82.7726	11.2554
1231	318.17456	-0.04177	83.3721	11.243
1232	318.43297	-0.09871	83.8912	11.0357
1233	318.69137	-0.0777	84.1386	10.9904
1234	318.94978	-0.06436	83.9119	11.0356
1235	319.20818	-0.08242	84.3914	10.7645
1236	319.4666	-0.06272	85.0345	10.732
1237	319.72499	-0.07596	84.3204	10.6052
1238	319.98341	-0.0647	83.9192	10.6038
1239	320.24181	-0.06671	84.25070000000001	10.4515
1240	320.50022	-0.0837	84.0662	10.3434
1241	320.75863	-0.08722	84.3024	10.3136
1242	321.01703	-0.07805	85.823	10.2435
1243	321.27545	-0.07933	88.0818	9.9848
1244	321.53385	-0.09124	87.5433	9.7778
1245	321.79226	-0.05918	86.13	9.8742
1246	322.05068	-0.05476	84.0627	9.9395
1247	322.30907	-0.059	83.6852	9.9516
1248	322.56748	-0.06529	83.8591	9.9216
1249	322.82588	-0.08599	83.9403	9.9605
1250	323.0843	-0.05407	83.4307	10.07
1251	323.3427	-0.09972	85.7079	9.6184
1252	323.60111	-0.0837	86.1251	9.5842
1253	323.85952	-0.09339	86.554	9.4924
1254	324.11795	-0.08791	85.5802	9.4633
1255	324.37633	-0.059	85.672	9.3489
1256	324.63474	-0.04615	85.3025	9.464
1257	324.89314	-0.05542	85.3693	9.4639
1258	325.15156	-0.07057	85.3109	9.4328
1259	325.40996	-0.12548	87.7845	8.9942
1260	325.66837	-0.13005	88.865	8.8735
1261	325.92678	-0.12774	89.3518	8.785700000000002
1262	326.18519	-0.13706	88.4576	8.8356
1263	326.44359	-0.14158	89.0467	8.6593
1264	326.702	-0.14839	90.0663	8.3762
1265	326.9604	-0.08391	89.9364	8.4744
1266	327.21881	0.01044	89.8626	8.5633
1267	327.47721	0.04723	88.6613	8.7636
1268	327.73563	-0.02625	87.49730000000001	8.8589
1269	327.99403	0.05182	87.1503	8.3105
1270	328.25245	0.316	89.1818	8.3125
1271	328.51085	1.04628	88.9387	8.6254
1272	328.76926	1.1339	88.0617	9.0369
1273	329.02774	0.88574	86.6435	9.3234
1274	329.28621	1.53299	85.732	9.5265
1275	329.54475	3.24929	85.1116	9.6534
1276	329.80324	4.12782	84.9405	9.8727
1277	330.06164	8.13626	82.9914	10.2604
1278	330.32005	31.9953	79.4395	11.0113
1279	330.57845	72.18236	75.7064	11.8341
1280	330.83686	32.33408	73.5078	12.5865
1281	331.09527	18.98893	74.361	12.5254
1282	331.35368	21.47241	74.0773	12.5753
1283	331.61209	12.33801	73.77	12.7749
1284	331.8705	6.54893	73.3077	12.9039
1285	332.1289	3.82729	74.658	12.3927
1286	332.38731	4.33895	75.6166	12.5262
1287	332.64571	6.73941	75.2577	12.5838
1288	332.90411	7.65802	76.5182	12.692500000000003
1289	333.16252	2.49174	75.5605	12.8094
1290	333.42095	5.9487	79.43880000000001	12.5681
1291	333.67934	5.45205	82.4798	12.4491
1292	333.93782	4.28485	84.6222	12.234900000000001
1293	334.19622	2.19075	85.7491	12.3448
1294	334.4547	4.75104	87.5132	12.1478
1295	334.71311	4.4537	87.6401	12.0728
1296	334.97152	3.36006	87.8874	12.0675
1297	335.22992	2.84357	89.1623	12.1054
1298	335.48833	8.88449	90.8104	12.0765
1299	335.74674	2.09108	91.0177	12.073900000000002
1300	336.0052	0.77322	91.5504	11.8737
1301	336.26361	1.32969	91.85930000000002	11.6931
1302	336.52202	0.4007	92.6774	11.5251
1303	336.7805	0.15902	93.6062	11.5507
1304	337.03891	0.32779	94.2485	11.4919
1305	337.29732	0.09484	94.4325	11.308
1306	337.55572	0.00888	94.8493	11.2701
1307	337.81413	-0.01207	95.0893	11.2811
1308	338.07254	-0.01367	94.9761	11.1839
1309	338.33094	-0.00673	95.3293	11.2712
1310	338.58935	-0.025	95.3734	11.2737
1311	338.84777	-0.02631	95.5729	11.2729
1312	339.10618	-0.00112	95.6407	11.2809
1313	339.36457	0.00775	95.4657	11.3474
1314	339.62304	0.00764	95.2668	11.3662
1315	339.88146	-0.00541	95.1406	11.373
1316	340.13986	-0.00559	95.1275	11.4192
1317	340.39827	-0.00455	95.2125	11.480599999999999
1318	340.65669	-0.01007	94.9893	11.5062
1319	340.9151	-0.00564	95.0659	11.4882
1320	341.1735	-0.00433	95.1405	11.544599999999999
1321	341.4319	-0.01724	95.1272	11.535999999999998
1322	341.69031	-0.01789	95.2064	11.4795
1323	341.94872	-0.00658	95.4679	11.5847
1324	342.20712	-0.01708	95.5066	11.7048
1325	342.46554	-0.05513	95.2427	11.596
1326	342.72393	-0.01386	95.4165	11.6354
1327	342.98235	-0.01685	95.3765	11.5979
1328	343.24074	-0.01639	95.541	11.623600000000001
1329	343.49917	-0.02048	95.5123	11.597600000000002
1330	343.75757	-0.02879	95.6283	11.5842
1331	344.01598	-0.01487	95.7101	11.6146
1332	344.2744	-0.03209	95.738	11.4947
1333	344.5328	-0.04232	95.7507	11.4031
1334	344.7912	-0.04339	95.8959	11.3673
1335	345.0496	-0.05357	96.1399	11.4139
1336	345.30801	-0.05118	95.9575	11.2033
1337	345.56641	-0.10009	96.4714	11.1472
1338	345.82489	-0.06316	96.8012	11.2738
1339	346.08337	-0.06715	96.6974	11.1725
1340	346.34186	-0.0265	96.6757	11.173
1341	346.60038	-0.07293	96.6544	11.1282
1342	346.8588	0.00944	96.7106	11.2056
1343	347.1173	-0.0482	96.4483	11.203
1344	347.3757	-0.01863	96.5514	11.1524
1345	347.63416	-0.04263	96.5471	11.1662
1346	347.89258	-0.0582	96.4688	11.1315
1347	348.15099	-0.06756	96.4974	11.062
1348	348.40938	-0.05422	96.6264	11.1258
1349	348.66779	-0.07298	96.7621	11.1527
1350	348.92619	-0.06268	96.7447	11.276
1351	349.18461	-0.11119	95.9062	11.126
1352	349.443	-0.10577	95.1898	11.2988
1353	349.70142	-0.10577	93.274	11.5312
1354	349.95982	-0.12804	92.4083	11.3345
1355	350.21823	-0.12741	92.2775	11.1364
1356	350.47664	-0.10175	92.2977	11.1942
1357	350.73505	-0.08355	92.6936	11.5722
1358	350.99345	-0.09136	91.7563	11.980900000000002
1359	351.25186	-0.09845	91.7618	12.1117
1360	351.51027	-0.10843	90.9444	12.272
1361	351.76869	-0.12123	91.256	12.1009
1362	352.02709	0.07298	90.9263	12.1663
1363	352.28563	0.60095	89.4127	12.165899999999999
1364	352.5441	5.92916	88.1057	11.9817
1365	352.80251	42.00962	87.4054	12.228
1366	353.06092	58.16461	84.927	12.484
1367	353.31933	69.03046	80.5736	13.2943
1368	353.57774	74.8438	79.4692	13.4663
1369	353.83614	79.46241	78.4024	13.5756
1370	354.09455	83.63396	76.0601	14.1372
1371	354.35296	85.1015	75.6159	14.715099999999998
1372	354.61137	86.42689	73.2152	14.9766
1373	354.86978	88.37834	73.5071	14.835399999999998
1374	355.12818	89.34202	71.7892	15.4499
1375	355.38658	91.42532	67.5572	16.0621
1376	355.64499	92.82308	64.1559	16.5109
1377	355.9034	94.01529	61.7923	16.4458
1378	356.16181	94.67403	60.85969999999999	16.4214
1379	356.42021	94.8917	60.8562	16.5
1380	356.67862	95.92794	59.7341	16.4846
1381	356.93703	95.76178	57.8008	16.891
1382	357.19552	75.32967	56.8024	17.1171
1383	357.45392	83.49526	56.002	17.2135
1384	357.71242	94.71883	53.9699	17.2236
1385	357.97082	51.83951	54.2176	17.2252
1386	358.22921	96.81312	52.8602	17.4366
1387	358.48765	92.32729	51.9917	17.7982
1388	358.7461	86.34088	52.564	17.6438
1389	359.00451	85.52943	52.2599	17.6307
1390	359.2629	80.4925	52.824200000000005	17.5998
1391	359.52131	76.34598	53.121	17.7383
1392	359.77989	73.22218	53.4076	17.3601
1393	360.03827	7.53616	53.3758	17.2594
1394	360.29668	4.51688	53.8342	16.9353
1395	360.55509	2.9962	54.4502	16.8588
1396	360.81356	2.13485	54.9735	16.6183
1397	361.072	1.11974	56.4437	16.2382
1398	361.33046	0.37474	57.8138	15.8307
1399	361.58885	-0.07022	58.7841	15.443300000000002
1400	361.84728	-0.1733	59.7067	15.1972
1401	362.10566	-0.14502	59.6647	15.1185
1402	362.36409	-0.14955	60.8497	14.8679
1403	362.62248	-0.19378	62.6281	14.4966
1404	362.881	-0.1712	65.29680000000002	14.1466
1405	363.13953	-0.1657	68.5647	13.804100000000002
1406	363.39791	-0.11841	69.7526	13.701
1407	363.65647	-0.04597	68.3161	13.768100000000002
1408	363.91489	-0.04539	67.0014	13.6963
1409	364.17329	-0.04127	67.4801	13.736100000000002
1410	364.43167	-0.04924	68.55	13.585499999999998
1411	364.69019	-0.10466	69.2321	13.876800000000001
1412	364.94868	-0.19224	71.0858	13.547100000000002
1413	365.20712	-0.24522	75.6468	13.157199999999998
1414	365.46553	-0.16725	77.6076	12.8127
1415	365.72393	-0.13848	79.7383	12.723599999999998
1416	365.98233	-0.09817	80.9184	12.5818
1417	366.24073	-0.101	81.8844	12.5445
1418	366.49914	-0.11842	84.4211	12.267
1419	366.75755	-0.07788	83.6252	12.324900000000001
1420	367.01596	-0.05341	82.3353	12.3822
1421	367.27436	-0.04307	82.7136	12.4016
1422	367.53281	-0.04667	84.6433	12.285500000000003
1423	367.79125	-0.04793	85.9109	12.1445
1424	368.04965	-0.05398	85.7278	12.1451
1425	368.30817	-0.09666	85.5581	12.092900000000002
1426	368.56661	-0.03911	83.3294	12.2864
1427	368.82501	-0.02534	82.2949	12.357
1428	369.08343	-0.03952	82.3854	12.3037
1429	369.34186	-0.10999	85.1237	12.0333
1430	369.60024	-0.12391	83.5457	12.1311
1431	369.85865	-0.13223	83.16	12.0868
1432	370.11705	-0.12884	82.9657	12.0721
1433	370.37556	-0.09727	82.4431	12.0182
1434	370.63396	-0.09066	81.7141	12.0052
1435	370.89236	-0.09727	82.41	11.9434
1436	371.15075	-0.03277	81.6076	12.024
1437	371.40916	-0.02532	81.5076	12.056
1438	371.66756	-0.04624	82.2139	11.9465
1439	371.92597	-0.04972	82.9011	11.889899999999999
1440	372.18438	-0.06033	83.8291	11.856299999999997
1441	372.44279	-0.09849	85.1013	11.6871
1442	372.7012	-0.08013	86.8465	11.505
1443	372.9596	-0.04432	87.775	11.3896
1444	373.21801	-0.08503	86.4598	11.445
1445	373.47641	-0.12323	85.642	11.615
1446	373.73483	-0.14437	86.8703	11.564999999999998
1447	373.99323	-0.11728	89.7558	11.172
1448	374.25164	-0.07126	90.9152	11.0807
1449	374.51004	-0.03906	91.5642	11.0251
1450	374.76846	-0.05174	91.7838	11.0391
1451	375.02686	-0.033	91.2383	11.0745
1452	375.28526	-0.03918	90.7825	11.1111
1453	375.54371	-0.01568	90.1685	11.246
1454	375.80216	-0.02102	89.375	11.3457
1455	376.06056	-0.01498	89.5637	11.4053
1456	376.31897	0.30944	89.4065	11.2931
1457	376.57737	1.32872	89.4112	11.2441
1458	376.83593	4.02996	88.97340000000001	11.2351
1459	377.09432	3.88832	87.881	11.2632
1460	377.35274	5.91185	87.31730000000002	11.4345
1461	377.61114	6.95817	86.5719	11.622600000000002
1462	377.86962	12.2026	83.6908	11.9141
1463	378.12802	12.40673	80.0745	12.3967
1464	378.38644	12.7534	77.4756	12.49
1465	378.64484	10.88296	76.1426	12.233
1466	378.90325	97.83594	73.6483	12.4731
1467	379.16166	49.75123	70.854	12.691599999999998
1468	379.42006	36.10881	69.42820000000002	12.467
1469	379.67847	61.94083	69.1176	12.7946
1470	379.93688	95.95914	66.01260000000002	13.1227
1471	380.19528	94.47081	64.5804	13.2057
1472	380.4537	105.38418	62.72699999999999	13.2074
1473	380.7121	98.33192	61.6328	13.286
1474	380.97051	97.28024	60.5796	13.4594
1475	381.22891	102.60864	57.1535	13.8137
1476	381.48732	100.04374	56.4291	13.8463
1477	381.74572	98.14249	56.5303	14.244100000000001
1478	382.00414	92.76797	59.17110000000001	13.516199999999998
1479	382.26254	90.76583	58.7402	13.311800000000002
1480	382.52095	89.64114	58.8184	13.3357
1481	382.77936	87.817	58.1634	13.076199999999998
1482	383.03778	84.54427	54.7808	13.1166
1483	383.29617	81.75479	53.6068	12.7813
1484	383.55458	77.75653	51.413399999999996	12.3237
1485	383.81298	74.49394	50.2166	12.0175
1486	384.07139	3.81863	51.9553	11.8157
1487	384.3298	3.32422	48.053	11.6227
1488	384.5882	2.81261	47.9189	11.4608
1489	384.84661	2.18662	50.4141	11.274
1490	385.10507	1.46855	51.702299999999994	10.7922
1491	385.3635	0.60665	51.3338	10.5203
1492	385.62197	-0.0229	52.1332	10.1719
1493	385.88038	-0.21185	51.8932	9.7101
1494	386.13879	-0.19578	50.5751	9.5067
1495	386.3972	-0.1832	46.8935	9.2934
1496	386.65562	-0.23594	47.0582	9.2737
1497	386.91401	-0.24465	41.9721	8.921
1498	387.17242	-0.26494	42.0345	8.584
1499	387.43089	-0.25576	45.5836	7.9498999999999995
1500	387.68938	-0.22836	45.9331	7.7697
1501	387.94785	-0.2277	45.2163	7.598699999999999
1502	388.20632	-0.25682	46.2471	7.323599999999999
1503	388.4648	-0.21811	47.8803	7.109000000000002
1504	388.72321	-0.23761	48.8414	6.8117
1505	388.98161	-0.23063	51.2132	6.307600000000001
1506	389.24002	-0.17028	49.6471	6.438799999999999
1507	389.49843	-0.17723	47.8172	6.6091
1508	389.75684	-0.20174	48.4118	6.537699999999999
1509	390.01531	-0.20259	50.5826	6.079699999999999
1510	390.27372	-0.18224	49.8782	6.146899999999999
1511	390.53213	-0.21503	49.632	6.0375
1512	390.79053	-0.2484	50.4092	5.876899999999999
1513	391.04901	-0.24114	50.2366	5.671299999999999
1514	391.30749	-0.19883	48.7905	5.7385
1515	391.56589	-0.19585	49.4911	5.584899999999999
1516	391.82437	-0.259	49.9017	5.3125
1517	392.08278	-0.21651	50.1796	5.3118
1518	392.34118	-0.23801	50.4181	5.3155
1519	392.59959	-0.20954	50.4597	5.2553
1520	392.85799	-0.12543	48.5253	5.277799999999999
1521	393.11641	-0.14225	47.3032	5.51
1522	393.37481	-0.1822	47.3859	5.5883
1523	393.63322	-0.22083	48.4322	5.118499999999999
1524	393.89165	-0.25228	51.4718	4.840499999999999
1525	394.15003	-0.22597	53.8939	4.3898
1526	394.40844	-0.22546	54.85170000000001	4.2349
1527	394.66687	-0.13437	54.705	4.246699999999999
1528	394.92525	-0.10304	54.078	4.5216
1529	395.18366	-0.11421	54.9386	4.5558
1530	395.44207	-0.12372	54.1249	4.6914
1531	395.70049	-0.12646	54.1053	4.7879
1532	395.9589	-0.09548	53.6294	4.8396
1533	396.21729	-0.10511	54.0614	4.7813
1534	396.47571	-0.12625	54.7218	4.7177
1535	396.7341	-0.12764	56.0409	4.5895
1536	396.99252	-0.13299	56.0168	4.5713
1537	397.25091	-0.12144	56.7454	4.5378
1538	397.50932	-0.11649	59.2422	4.2128
1539	397.76773	-0.12427	60.6627	4.1195
1540	398.02615	-0.16705	62.1301	4.0178
1541	398.28454	-0.12465	62.6533	3.9867000000000004
1542	398.54295	-0.06687	63.55239999999999	3.9394
1543	398.80135	-0.056	63.8224	3.9462999999999995
1544	399.05977	-0.06273	63.537499999999994	3.9972000000000003
1545	399.31817	-0.04612	62.756699999999995	4.0835
1546	399.57658	-0.06954	63.0878	3.9385
1547	399.83499	-0.05964	65.4634	3.901
1548	400.09339	0.06733	65.7189	3.7863
1549	400.35182	0.38913	65.1207	3.8486
1550	400.61023	1.54597	65.1898	3.9001
1551	400.86863	2.51363	65.0351	4.0487
1552	401.12703	5.29742	64.0395	4.2502
1553	401.38543	8.38254	63.59129999999999	4.8149
1554	401.64385	5.33293	63.25529999999999	5.1747
1555	401.90224	9.56878	62.5226	5.5091
1556	402.16072	6.15267	61.34009999999999	5.5884
1557	402.41913	7.87089	63.3536	5.539299999999999
1558	402.67754	8.35266	61.93639999999999	6.1127
1559	402.93597	6.35505	61.7424	6.1882
1560	403.19442	6.2468	61.6983	6.219799999999999
1561	403.45283	6.24712	61.049899999999994	6.329599999999999
1562	403.71123	9.11102	60.49549999999999	6.689299999999999
1563	403.96964	21.97127	59.5013	7.1594999999999995
1564	404.22805	11.28228	59.4626	7.2484
1565	404.48645	13.93884	60.525499999999994	7.288499999999999
1566	404.74486	34.73836	58.6074	8.0415
1567	405.00327	16.76035	56.7653	8.8012
1568	405.26168	19.82622	56.3611	8.7642
1569	405.52008	7.77854	55.9185	8.8396
1570	405.7785	14.42317	56.3276	9.0544
1571	406.03689	9.40808	54.9252	9.4752
1572	406.2953	8.03707	56.4993	9.1736
1573	406.55371	8.96476	57.0085	9.1329
1574	406.81211	7.48731	57.7075	9.0903
1575	407.07056	6.086	59.1236	9.3252
1576	407.329	3.68502	58.656	9.3954
1577	407.5874	3.11263	58.7909	9.4652
1578	407.84582	2.64787	59.5004	9.4406
1579	408.10422	2.18866	60.3501	9.3114
1580	408.36263	1.90501	60.4918	9.2153
1581	408.62104	1.632	60.959	9.1974
1582	408.87944	0.88614	61.74029999999999	9.0874
1583	409.13785	0.35275	61.35719999999999	8.9433
1584	409.39626	0.07093	62.06529999999999	8.9072
1585	409.65467	0.00201	63.543899999999994	9.013700000000002
1586	409.91308	-0.03981	64.465	9.0321
1587	410.17148	-0.05532	65.01	8.8203
1588	410.4299	-0.0558	64.3158	8.5703
1589	410.6883	-0.03872	66.0386	8.5505
1590	410.9467	-0.03762	65.7834	8.534
1591	411.20511	-0.04194	66.1578	8.409
1592	411.46351	-0.0311	66.6193	8.39
1593	411.72194	-0.03074	66.6011	8.321100000000001
1594	411.98033	-0.03534	66.2239	8.260400000000002
1595	412.23876	-0.03145	66.3761	8.2931
1596	412.49714	-0.02271	67.2072	8.3824
1597	412.75557	-0.01871	67.749	8.3935
1598	413.01396	-0.01887	67.5466	8.428600000000001
1599	413.27237	-0.03023	66.9009	8.3656
1600	413.53078	-0.03336	67.5904	8.3005
1601	413.78919	-0.04747	67.95	8.2599
1602	414.04759	-0.04854	68.1669	8.1715
1603	414.30599	-0.04712	67.996	8.1847
1604	414.5644	-0.06366	68.9555	8.1376
1605	414.82284	-0.03174	68.5513	8.422
1606	415.08128	-0.01028	72.4711	8.5176
1607	415.3397	-0.02445	71.1523	8.518700000000003
1608	415.5981	-0.0206	70.1245	8.7106
1609	415.8565	-0.02366	68.4095	8.7832
1610	416.11492	-0.01613	65.9818	8.8804
1611	416.37334	-0.03851	63.5941	8.8429
1612	416.63172	-0.06412	65.3578	8.7267
1613	416.89015	-0.09488	65.1663	8.5448
1614	417.14854	-0.077	67.5951	8.2013
1615	417.40695	-0.26149	69.4073	7.958499999999999
1616	417.66538	-0.26865	70.9596	7.535
1617	417.92376	-0.22038	72.1852	7.125499999999999
1618	418.18224	-0.19148	71.4231	7.085099999999999
1619	418.44071	-0.21622	71.8442	6.8392
1620	418.69919	-0.22684	72.3126	6.547699999999999
1621	418.95766	-0.20618	73.2785	6.411
1622	419.21615	-0.21591	74.9334	6.0768
1623	419.47464	-0.21523	75.4719	5.7972
1624	419.73303	-0.18429	76.8278	5.556799999999999
1625	419.99146	-0.15064	76.2123	5.761799999999999
1626	420.24992	-0.20802	77.6559	5.459199999999999
1627	420.50832	-0.18301	79.1048	5.2264
1628	420.76673	-0.14149	78.6063	5.4079
1629	421.02513	-0.21694	78.9057	5.231299999999999
1630	421.28354	-0.17365	79.5326	5.0992
1631	421.54195	-0.09015	78.5041	5.3101
1632	421.80035	-0.09472	76.4502	5.812799999999999
1633	422.05876	-0.14001	76.695	5.733499999999999
1634	422.31717	-0.16763	76.6125	5.807
1635	422.57558	-0.16678	77.4025	5.692
1636	422.83398	-0.17388	78.1447	5.4282
1637	423.09241	-0.19184	79.89480000000002	5.170299999999999
1638	423.3508	-0.14163	79.0348	5.3117
1639	423.6092	-0.07956	77.23680000000002	5.713899999999999
1640	423.86761	-0.01903	76.7857	5.891299999999999
1641	424.12609	0.45907	76.2308	6.0581
1642	424.3845	8.49508	75.5421	6.160399999999999
1643	424.64291	30.17803	75.2881	6.291699999999999
1644	424.90132	30.54796	74.0412	6.5474
1645	425.15972	52.35563	71.2705	7.2629
1646	425.41812	62.90436	69.7672	7.649699999999999
1647	425.67653	75.13312	69.2382	7.9307
1648	425.93494	8.25575	67.5529	8.2413
1649	426.19336	85.79617	68.4125	8.0237
1650	426.45176	83.65361	65.8099	8.4925
1651	426.71016	85.84809	64.3148	8.9641
1652	426.96857	21.59818	62.70949999999999	9.4403
1653	427.22698	12.42028	63.626999999999995	8.9648
1654	427.48538	16.60507	63.3921	9.0003
1655	427.74379	11.38547	64.3096	8.7815
1656	428.00219	14.65176	65.1265	8.730400000000001
1657	428.2606	12.31766	66.2943	8.7108
1658	428.51903	7.54367	66.5946	8.6805
1659	428.77742	15.51729	64.9328	8.9943
1660	429.03582	38.30422	64.3279	9.2155
1661	429.29423	12.5415	63.550399999999996	9.5051
1662	429.55264	14.79432	61.8719	9.9097
1663	429.81104	11.25637	61.36189999999999	10.3134
1664	430.06946	12.3094	61.3963	10.4701
1665	430.32786	8.69738	61.41499999999999	10.4433
1666	430.58627	4.97404	62.2641	10.3147
1667	430.84467	4.04197	62.78309999999999	10.2072
1668	431.10308	1.62032	68.504	10.0282
1669	431.36149	0.86449	74.9197	9.395
1670	431.6199	0.74534	79.2349	8.9058
1671	431.87837	0.42412	82.4932	8.3905
1672	432.13678	0.57666	83.1585	8.1851
1673	432.39525	0.33653	87.4603	7.7789
1674	432.65366	0.37226	89.715	7.574499999999999
1675	432.91207	0.11329	91.0899	7.540300000000002
1676	433.17048	0.03128	91.4858	7.468299999999999
1677	433.42888	-0.0004308	91.9679	7.3743
1678	433.68729	-0.00691	92.5917	7.3515000000000015
1679	433.94576	-0.01086	93.2616	7.354699999999999
1680	434.20419	0.00433	93.7477	7.449299999999999
1681	434.46258	-0.00142	93.9621	7.592300000000002
1682	434.72106	0.00169	93.9579	7.6221
1683	434.97946	0.00188	94.4701	7.791599999999999
1684	435.23794	0.00293	94.5515	7.7721
1685	435.49635	0.00614	94.6927	7.9397
1686	435.7548	0.00825	94.6338	8.0794
1687	436.01323	0.00133	94.5212	8.132600000000002
1688	436.27171	-0.00603	93.7911	8.0476
1689	436.53012	0.0295	93.2836	8.0207
1690	436.78853	0.02141	93.102	8.009100000000002
1691	437.04693	0.02365	92.9137	8.1116
1692	437.30541	-0.05629	92.4572	7.918899999999999
1693	437.56382	-0.11252	92.7721	7.7539
1694	437.82223	-0.09433	92.4081	7.4809
1695	438.08063	0.038	92.7603	7.534300000000002
1696	438.33911	0.04355	92.5435	7.6692
1697	438.59758	0.03791	92.255	7.9534
1698	438.85599	-0.05972	90.8244	7.7928999999999995
1699	439.11448	-0.13577	90.8587	7.5733
1700	439.37294	-0.12307	91.8069	7.379299999999999
1701	439.63143	-0.10187	91.7784	7.3012999999999995
1702	439.88982	0.03816	91.7649	7.4506
1703	440.14823	0.026	91.4846	7.648899999999999
1704	440.40664	0.02946	91.7471	7.7799
1705	440.66512	-0.04978	91.5981	7.8697
1706	440.92352	-0.08554	91.5988	7.9026
1707	441.18194	-0.09024	91.3294	7.8689
1708	441.44035	-0.08588	91.1517	7.8422
1709	441.69882	-0.092	90.9961	7.8338
1710	441.95722	-0.08886	91.4742	8.0038
1711	442.21564	-0.02411	91.7043	8.749400000000001
1712	442.47411	0.00813	86.138	10.0884
1713	442.7326	-0.18823	86.5075	9.0534
1714	442.99098	-0.1764	89.0318	8.2117
1715	443.24947	-0.12606	90.67490000000001	8.163100000000002
1716	443.50796	-0.03761	89.2818	9.3417
1717	443.76641	-0.11629	87.8972	9.2124
1718	444.0249	-0.08956	87.52000000000001	9.524
1719	444.28338	-0.12001	86.9311	9.5298
1720	444.54185	-0.12463	87.8126	9.3245
1721	444.80026	-0.11595	88.4248	9.3635
1722	445.05873	-0.12631	88.6594	9.3385
1723	445.31715	-0.18328	88.7539	8.803200000000002
1724	445.57555	-0.0984	90.5726	8.9319
1725	445.83403	-0.15764	90.8341	8.3962
1726	446.09243	-0.10046	91.2713	8.6732
1727	446.35091	-0.1025	90.8279	8.7108
1728	446.60931	-0.13174	89.8873	8.444600000000001
1729	446.86779	-0.12529	91.1514	7.914899999999999
1730	447.12626	-0.07303	91.8118	8.1325
1731	447.38475	-0.10826	91.9232	7.913300000000001
1732	447.64321	-0.09841	91.9428	8.14
1733	447.90163	0.00476	93.9483	8.7461
1734	448.16011	0.13657	88.7236	9.5584
1735	448.41851	0.59895	87.1505	9.3502
1736	448.67692	1.32059	88.8122	8.9103
1737	448.93533	2.88518	89.7671	8.749400000000001
1738	449.19374	2.75813	89.4082	8.5333
1739	449.45215	3.42791	89.7898	8.8808
1740	449.71062	3.93612	89.1984	9.3367
1741	449.96902	4.91777	88.5078	9.4336
1742	450.22749	6.70573	87.6287	9.5716
1743	450.48592	7.71538	88.0147	9.7435
1744	450.74431	8.33486	88.3338	9.8523
1745	451.00272	10.9251	87.3767	10.4235
1746	451.26113	11.81764	85.9205	11.0225
1747	451.51953	9.86798	85.3031	11.3839
1748	451.77795	8.07822	85.6121	11.5655
1749	452.03642	7.36046	84.287	11.7871
1750	452.29484	7.55658	84.5626	11.9122
1751	452.55324	9.80942	84.6908	12.1454
1752	452.81165	9.89433	84.5427	12.5558
1753	453.07005	11.98803	83.2819	12.8114
1754	453.32845	11.0843	82.4233	13.083499999999999
1755	453.5869	12.24977	80.9455	13.4451
1756	453.84534	11.57554	80.045	13.998
1757	454.10375	11.22741	78.2532	14.401399999999999
1758	454.36215	7.56541	78.0628	14.5117
1759	454.62057	4.72683	78.8807	14.328799999999998
1760	454.87897	3.1673	79.581	14.0452
1761	455.13738	2.94377	83.1788	13.557
1762	455.39578	3.0795	85.2366	13.0266
1763	455.65419	2.10784	86.9836	12.732199999999999
1764	455.91259	1.84769	87.3817	12.6414
1765	456.17114	1.73493	88.9589	12.3618
1766	456.42963	1.38787	89.6834	12.2474
1767	456.68802	0.98141	88.7645	12.2572
1768	456.9465	0.33399	89.7837	12.2341
1769	457.205	0.17588	90.3135	12.224500000000003
