	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
0	3.53306	0.06829	0.08002	3.37179	4.59974	3.25562	6.31914	5.94275	4.67289	5.48022	4.22571	4.3997	4.86508	5.76883	4.86295	1.95456	2.4422	2.00339	4.1364	-1.91266	6.24452	6.2137	5.96891	0.91688
1	0.3054	0.00412	0.00337	0.13232	0.15495	0.11792	0.58218	0.46125	0.26617	0.5372	0.46456	0.38295	0.22062	0.29616	0.37413	0.15889	0.08094	0.07234	0.27273	-0.27125	0.59288	0.59718	2.21497	1.07297
2	0.28462	0.00426	0.00339	0.20012	0.30926	0.0896	0.48169	0.33866	0.4634	0.33228	0.48508	0.23984	0.19254	0.25177	0.4718	0.23509	0.18648	0.05343	0.34318	-0.22428	0.60941	0.49455	2.1537	1.09363
3	0.18565	0.00311	0.00204	0.10535	0.17894	0.09653	0.36006	0.24518	0.25602	0.1977	0.17769	0.22187	0.18359	0.19774	0.39435	0.10544	0.09167	0.02558	0.1668	-0.26344	0.41869	0.36033	2.19969	1.01283
4	0.08714	0.00182	0.000849594	-0.000540651	0.06113	0.00039047	0.11697	0.01184	0	0.08251	0.0785	0.07843	-0.000364725	5.79269e-05	0.08969	0.08148	0.000210253	0.000102981	0.13755	0	0.18172	0.13662	1.93476	0.9056
5	0.00703	0.00172	0.000210253	5.72117e-05	-5.72117e-05	0.000750904	0.06307	2.71756e-05	-0.000135878	0.000143029	0.0245	-0.000286059	2.71756e-05	0.00043767	0	-0.02969	0.00019309	0.000669377	-0.000674384	-0.05937	0.02966	0.000195235	2.03002	0.87936
6	-8.58176e-05	0.000995484	5.72117e-05	0.000570687	8.36721e-05	0.000891788	-0.000180217	-2.78907e-05	-0.000114423	6.15026e-05	-0.000167344	-0.000420506	0.000228847	0.000798104	-0.000471997	-0.08598	0.000394761	0.00063076	-3.21816e-05	-0.04776	0.000210253	0.000400482	1.80846	0.90497
7	-0.000180217	0.00127	-0.000286059	0.000738031	0.000322531	0.00103	0.000400482	0.000420506	0.000175926	0.000786661	-0.000167344	-0.000117284	0.0004863	0.000753049	-0.000289634	-0.14871	0.0011	0.00126	0.00019309	-0.00875	3.14665e-05	0.000480579	1.54657	0.85692
8	-0.00039047	0.00121	0.000200241	0.000643632	9.01085e-05	0.00097546	-5.72117e-05	0.000263889	0.000584275	0.00053493	-0.000180217	0	0.000371876	0.000915388	6.57935e-05	0.01468	0.000201671	0.000328968	0.000220265	-0.0587	0.000220265	0.000522772	0.9456	0.57955
9	0.000210253	0.00113	-2.9321e-05	0.000675814	0.000600723	0.0011	2.78907e-05	0.000205247	3.00362e-05	-3.07513e-05	0.000114423	3.07513e-05	0.000772359	0.00108	-0.000128726	-0.000572833	0.000411924	0.000617887	-3.14665e-05	-0.00114	0.000125866	0.000652214	-0.00434	0.28218
10	-0.000540651	0.000995484	-0.000286059	0.000346131	0.000263889	0.00044053	0.000461985	0.000830285	0.000153757	0.000399767	-0.000175926	3.14665e-05	0.000307513	0.00135	-0.000225271	0	0.000571402	0.000770928	0	-0.00107	9.43994e-05	0.000302507	-0.00443	0.00241
11	3.21816e-05	0.000941133	-0.00029321	0.000289634	0.000584275	0.000799534	0.000263889	0.000480579	0.000450542	0.000676529	-0.0004863	5.8642e-05	0.000841013	0.000439815	0	0.000356143	0.00070585	0.000411924	-0.000321816	-0.00322	0.000471997	0.000720868	-0.00485	-0.13277
12	0	0.000605014	-2.9321e-05	0.000707995	0.000307513	0.00080454	2.86059e-05	0.000540651	0	0.000482724	-0.000117284	0.000450542	0.000510615	0.0012	-9.86902e-05	-0.00296	0.000595717	0.000308943	0.000100836	-0.000740892	0.000225271	0.00034327	-0.00466	-0.16015
13	-0.000180217	0.000245295	0.000175926	0.000188799	0	0.000901085	-2.86059e-05	0.000270325	0.000645778	0.000660796	0.000150181	0.000307513	0.000510615	0.000629329	0	-0.000756625	0.000873909	0.000455548	0	-0.00152	0.000566396	-3.36119e-05	-0.0076	-0.08303
14	-6.29329e-05	0.000514906	-0.000228847	0.000399767	3.00362e-05	0.00097546	0.000257453	8.79631e-05	0.000205247	-0.000153757	-2.86059e-05	0.00024601	0.00123	0.000723728	6.72238e-05	0.00112	0.000657935	0.000911097	0.000157332	-0.00225	0.000283198	0.000723728	-0.00456	-0.15363
15	-6.43632e-05	0.000652214	-0.000111563	0.00101	0.00024601	0.000514906	0.00039047	0.000146605	0.000420506	0.000547087	0	-3.00362e-05	0.000234568	0.00046127	0.000302507	-0.00524	0.000735886	0.000514906	0.000128726	-0.00161	0.000225271	0.000617887	-0.00466	-0.07324
16	0.000210253	0.000308943	-0.00034327	0.00024601	-6.00723e-05	0.00061145	-2.78907e-05	0.000570687	0.000270325	0.000409064	-0.000240289	0.000188799	0.000645063	0.000738031	0.000328968	-0.0034	0.000571402	0.00114	0	0.00255	0.000353998	0.000559245	-0.00409	-0.0942
17	0.000369016	0.000873909	-5.72117e-05	-9.65448e-05	0.000205247	0.000818128	-5.57814e-05	0.000205247	0.000360434	0.000818128	0	-6.15026e-05	0.00058642	0.000723728	0.000436955	-0.00176	0.000617887	0.000308943	-6.43632e-05	-0.00574	0.000361864	0.000201671	-0.00413	-0.03952
18	-0.000188799	0.000638626	-5.57814e-05	0.000526348	9.01085e-05	0.000933267	-0.000114423	-0.000251732	0.000150181	0.00061145	-0.000228847	0	0.000810977	0.00058642	-6.57935e-05	-0.00479	0.00034327	0.000470567	-0.000188799	0.000479864	0	0.000134448	-0.00485	-0.0104
19	3.00362e-05	0.000672238	-0.000371876	0.000584275	0.000300362	0.00099763	-0.000314665	0.000420506	9.01085e-05	0.000492021	0.000210253	6.00723e-05	0.000600723	0.000750904	-3.4327e-05	-0.00681	0.000490591	0.000770928	0.000131587	0.00262	0	0.000625038	-0.00465	-0.01502
20	-0.00019309	0.000946139	-0.000326107	0.000868903	0.000360434	0.00116	0.000117284	0.000430518	0.000540651	0.000868903	0.000146605	-3.00362e-05	0.00070728	0.000768783	0.000125866	0.000881061	0.000308943	0.000652214	0.000220265	-0.00265	-9.65448e-05	0.000756625	-0.0044	-0.04829
21	-0.000150181	0.000907521	2.86059e-05	0.000522772	0.00029321	0.000933267	-0.000111563	-0.000175926	0.000215259	0.000755195	-0.000117284	6.29329e-05	0.000600723	0.00070728	6.57935e-05	-0.00676	0.000770928	0.000911097	-0.000386179	-0.000424797	0	0.000571402	-0.00443	-0.06175
22	-0.000153757	0.00103	-0.00039047	0.000120145	0.000314665	0.000881061	-0.000171635	0.000527778	0.000184508	0.000768783	-0.000314665	0	0.000585705	0.000660796	0.000230277	-0.00244	0.000723728	0.000723728	0	-0.0073	0	0.000168059	-0.00372	-0.13624
23	0.000307513	0.000617887	-0.000240289	6.15026e-05	0.000338264	0.000566396	0.000371876	0.000330398	0.000540651	0	-0.000234568	0.000150181	0.000570687	0.000597863	6.57935e-05	-0.0043	0.000302507	0.000411924	-0.000225271	0.000720868	0.000283198	0.000302507	-0.00463	-0.18089
24	-0.000215259	0.000946139	0	0.000723728	0.000371876	0.00113	0.000139454	0.000270325	0.000469136	0.000160908	0.000371876	0.000125866	0.000768783	0.00108	0.000789522	-0.00379	0.000369731	0.00105	9.22539e-05	0.000758056	0.000353998	0.00053779	-0.0055	-0.19764
25	-0.000188799	0.000652214	2.9321e-05	0.000836721	-0.000322531	0.000786661	0	0.000439815	0.000360434	0.000220265	-0.000210253	6.29329e-05	0.000314665	0.000738031	0.000100836	-0.00269	0.000361864	0.000892503	0.000386179	0.0027	0.000394761	0.000230277	-0.00387	-0.1455
26	-3.14665e-05	0.000686541	-0.000228847	0.000861036	0.000469136	0.000471997	0.000167344	0.000871049	0.000543511	0.000420506	-0.000205247	-6.15026e-05	0.00070728	0.000943994	0.000283198	-0.00838	0.000720868	0.000403343	0.000346131	-0.00361	0.000386179	0.000720868	-0.00401	-0.13721
27	-6.29329e-05	0.000336119	-0.000111563	0.000399767	0.000420506	0.000707995	0.000286059	0.000430518	0.000762346	0.000276762	0.000330398	-0.000215259	0.000371876	0.00108	-0.000160908	0.00277	0.00061145	0.000981181	9.43994e-05	-0.00674	0.000283198	0.000559245	-0.00408	-0.16468
28	-0.00024601	0.000514906	-8.36721e-05	0.000471997	0.000584275	0.000868903	0.000362579	3.07513e-05	0.000143029	0.000471997	5.72117e-05	-6.00723e-05	0.0004863	0.000768783	0.000450542	-0.0085	0.00058356	0.000514906	0.000338264	0.00116	0.000361864	0.000336119	-0.00469	-0.21184
29	-0.000153757	0.000836721	-0.000200241	-3.07513e-05	0.000457694	0.000503463	0.000114423	0.000584275	0.000210253	0.00053493	0.000351852	9.01085e-05	0.000543511	0.00046127	0.000283198	-0.000364725	0.000672238	0.00070585	9.43994e-05	0.00073088	-3.00362e-05	0.000296071	-0.00445	-0.18681
30	0.000184508	0.000907521	2.78907e-05	0.000692262	0.000150181	0.00132	0.000334689	-0.000120145	0.000270325	0.000692262	-0.000180217	6.15026e-05	0.000522772	0.000891788	-0.000346131	-0.00346	0.000773074	0.0011	0.000283198	-0.000768067	0.000220265	0.000289634	-0.0042	-0.18166
31	9.01085e-05	0.00106	-8.36721e-05	0.00019309	0.0004863	0.000921109	0.000251016	6.29329e-05	-6.00723e-05	0.000160908	8.79631e-05	0.000369016	0.000931121	0.00132	0.000131587	-0.00295	0.000436955	0.000572117	0.000220265	-0.00169	0.000409064	0.000789522	-0.00579	-0.14813
32	-0.000338264	0.00106	-0.000205247	0.000690832	0.000175926	0.000965448	-2.78907e-05	0.000527778	2.9321e-05	0.000377597	-0.000457694	0.000150181	0.000967594	0.00070728	0.000197381	-0.00161	0.000460554	0.00106	-0.000257453	-0.00121	0	0.000592141	-0.00461	-0.1676
33	0.000338264	0.000514906	0.000175926	0.000125866	0.000381173	0.000965448	0.000223126	9.01085e-05	0.000257453	0.00046127	0.000117284	-9.22539e-05	0.000498457	0.00070728	0.000353998	-0.00109	0.000268895	0.00080597	-0.000160908	-0.0058	-0.000125866	0.000436955	-0.00446	-0.18137
34	-0.000300362	0.000961158	-0.000457694	6.29329e-05	0.000210253	0.00099763	-0.000111563	0.000117284	0.000263889	0.000220265	0.000270325	-0.000188799	0.000527778	0.00148	-0.000296071	-0.00687	0.000436955	0.000961158	3.07513e-05	0.00152	0.000493451	0.000386179	-0.00436	-0.17178
35	0.000123005	0.000690832	2.86059e-05	0.000559245	0.000629329	0.000954006	0.000195235	0	0.000228847	0.000772359	0.000400482	0.000117284	0.000674384	0.000540651	0.000160908	-0.00286	0.000235283	0.000514906	-0.000251732	0.00179	0.000409064	0.000723728	-0.00431	-0.25035
36	0.000210253	0.000470567	-0.000234568	0.000723728	0.00039047	0.000772359	0.000263889	0.000557099	0.000420506	0.000346131	-0.000117284	-3.07513e-05	0.000429088	0.000768783	-9.65448e-05	-0.00163	0.000480579	0.000770928	-0.000225271	-0.00163	9.43994e-05	0.000559245	-0.00498	-0.20474
37	-9.01085e-05	0.000858176	0	0.000579269	0.000498457	0.00122	-0.000195235	0.000360434	0.000270325	0.000503463	-0.000114423	0.000276762	0.000527778	0.00070728	-3.21816e-05	0.00344	0.000549233	0.00063076	0.00044053	0.00219	0.000188799	0.000617887	-0.00428	-0.22048
38	3.14665e-05	0.000823849	8.36721e-05	0.00044053	0.000400482	0.000643632	0.000175926	0.000346131	0.000234568	0.000409064	0.000114423	-9.22539e-05	0.0004863	0.000841013	0.000160908	-0.00454	0.000201671	0.00058356	-0.00019309	-0.0034	-3.07513e-05	0.000888212	-0.0043	-0.29556
39	-6.29329e-05	0.000755195	-0.000143029	0.000225271	-9.01085e-05	0.000861036	0.000371876	0.000615741	0.000322531	0.00070728	0.000180217	0.000503463	0.000690832	0.000750904	0.000263174	-0.002	0.000336119	0.000806685	-0.000125866	-0.00167	0.000251732	0.000427658	-0.0045	-0.27044
40	0.000307513	0.000789522	8.58176e-05	0.000427658	5.8642e-05	0.000409064	0.000446252	0.000600723	0.000690832	0.000257453	0.00029321	6.15026e-05	0.000733025	0.000600723	-0.000296071	-0.0032	0.00118	0.000686541	0.000314665	-0.00256	0.00053493	0.000137308	-0.00409	-0.21608
41	-0.000322531	0.000892503	-0.000371876	0.000283198	0.000469136	0.00105	0.000117284	-3.07513e-05	0.000527778	0.000346131	-0.000330398	0	0.000674384	0.000810977	0.000409064	-0.00225	0.000652214	0.000665802	-3.21816e-05	-0.0015	-0.000128726	0.000403343	-0.00394	-0.22839
42	0.000153757	0.00053779	-0.0004863	0.000276762	0.000322531	0.000943994	-0.000271756	-8.79631e-05	0.000146605	0.000153757	-0.000286059	0.00046127	0.00058642	0.000720868	0.000302507	-0.00312	-3.4327e-05	0.000385464	-6.43632e-05	-0.00209	-0.000276762	0.000420506	-0.00706	-0.26552
43	-6.15026e-05	0.000504178	-0.000223126	0.00070728	0.000205247	0	0.000278907	3.07513e-05	0.000410494	0.000409064	-0.000117284	0	0.000961158	0.00105	0.000460554	-0.00222	0.00104	0.000377597	0.000427658	0.00296	0.000328968	0.000571402	-0.00439	-0.24614
44	0.000399767	0.00034327	-0.000572117	0.000553524	0.000146605	0.000855316	-0.000163054	0.000420506	0.000322531	0.000597863	9.01085e-05	0.000369016	0.000322531	0.000901085	0.000643632	-0.00202	0.000595717	0.000822418	-0.000307513	-0.00337	0.000369016	0.000806685	-0.0044	-0.23735
45	-3.00362e-05	0.000961158	-0.000190229	0.000566396	0.000572117	0.00119	0.000167344	0.000210253	0.000322531	0.000868903	0.000171635	0	0.000228847	0.000953291	0.000353998	-0.000842443	0.000571402	0.000607875	-0.000128726	0.00379	0.000160908	0.000168059	-0.00474	-0.23308
46	9.01085e-05	0.000961158	-0.000143029	0.000629329	0.000733025	0.00103	-0.000278907	0.000360434	0.000498457	0.000836721	0.000263889	0.000338264	0.000420506	0.000849594	0.000164484	-0.00212	0.000605014	0.000755195	0.000522772	-0.00255	0.000157332	0.000638626	-0.0044	-0.17029
47	-0.000492021	0.0012	0.000167344	-0.000160908	0	0.000756625	2.86059e-05	0.000117284	-0.000143029	6.43632e-05	-0.000180217	-9.01085e-05	0.000615741	0.000799534	6.43632e-05	0	0.00053779	0.000720868	-0.000184508	-0.0025	0.000251732	0.000806685	-0.00445	-0.19543
48	0.000471997	0.000888212	0.000143029	0.000482724	0.00034327	0.000592141	0.000306798	0.000215259	0.000270325	0.000675814	-6.00723e-05	-0.000276762	0.000175926	0.000755195	0.000128726	-0.00299	0.000427658	0.000490591	-3.14665e-05	-0.00432	0.00053493	0.000657935	-0.00394	-0.14113
49	0.000153757	0.00102	-0.000362579	0.000289634	-0.000180217	0.000592141	0.000429088	0.000810977	0.000351852	0.000740177	-0.000306798	0	0.000429088	0.00046127	0.000220265	-0.00276	0.000131587	0.000876055	0.000386179	-0.00791	0.000225271	0.000436955	-0.0093	-0.16008
50	-0.000338264	0.000377597	2.86059e-05	0.000128726	0.000469136	0.000943994	-5.57814e-05	-0.000251732	0.000527778	0.000738031	-2.9321e-05	-0.000276762	0.000703704	0.000510615	0.000160908	-0.00325	0.000549233	0.00106	0.000346131	0.00514	0.000188799	0.000308943	-0.00474	-0.15556
51	-0.000210253	0.000470567	-0.000111563	0.000514906	3.07513e-05	0.000740177	8.58176e-05	-0.000153757	0.000360434	0.000346131	-0.000381173	-6.00723e-05	0.00078094	0.00132	0.000361864	0.00388	0.00034327	0.000735886	0.000471997	0	0.000377597	0.000353998	-0.00413	-0.15201
52	0.000184508	0.00121	-8.58176e-05	0.000566396	0.000457694	0.000849594	0	0	0.000410494	0.000430518	-0.000429088	0	0.000864612	0.000723728	-3.14665e-05	-0.00752	0.000205962	0.000735886	-0.000418361	-0.00424	0.000123005	0.000403343	-0.00434	-0.16181
53	3.00362e-05	0.000986902	-0.00039047	0.000522772	-0.000143029	0.000912527	0.000217405	0.000439815	0.000150181	0.000503463	0.000205247	0.000399767	0.000901085	0.000891788	0	-0.00586	0.000361864	0.00092683	0.000377597	-0.00321	0.000353998	0.000592141	-0.00496	-0.14569
54	-6.29329e-05	0.000686541	-0.000200241	0.00078094	0.00039047	0.000772359	0.000223126	9.22539e-05	0.000322531	0.000409064	-2.9321e-05	-0.000251732	0.000720868	0.000901085	-6.57935e-05	-0.00106	0.000201671	0.000907521	0.000225271	-0.00319	0.000503463	3.36119e-05	-0.00439	-0.16988
55	-0.00024601	0.000595717	-0.000371876	0.000836721	0.000351852	0.000723728	-0.000135878	0.000184508	0.000469136	0.00044053	8.58176e-05	-0.000251732	0.000469136	0.00063076	-0.000197381	-0.00106	0.000672238	0.000965448	-0.000369016	0.00476	0.000220265	0.000436955	-0.00476	-0.14053
56	-0.000205247	0.000822419	-0.000139454	0.000307513	0.000200241	0.000855316	-5.43511e-05	3.00362e-05	0.000210253	0.000547087	-8.79631e-05	9.22539e-05	0.000762346	0.00111	-3.21816e-05	0.000509185	0.000672238	0.00134	0.000160908	-0.00204	0.000579269	0.000547087	-0.00474	-0.16898
57	-0.000120145	0.00070585	0.000139454	0.000629329	-0.000240289	0.000707995	0.000171635	0.000240289	0.00024601	0.000553524	0.000111563	-0.000240289	0.00078094	0.0012	0.000361864	0	0.000480579	0.000411924	0.000160908	0.000961157	-0.000220265	0.000579269	-0.00468	-0.07977
58	0.00024601	0.000420506	-0.000111563	0.000353998	2.86059e-05	0.000675814	0.000298931	0.000351852	-3.00362e-05	0.000184508	-0.000234568	0.000369016	0.000300362	0.00078094	0.000197381	-0.00722	0.000302507	0.00080597	-3.21816e-05	-0.00103	0.000160908	-0.000137308	-0.00454	-0.06352
59	-3.07513e-05	0.000806685	-8.58176e-05	0.000450542	5.8642e-05	0.000836721	0.000238144	0.000360434	0.00024601	0.000514906	2.86059e-05	0.000153757	0.000381173	0.000720868	0.000566396	-0.00791	0.000720868	0.000981181	3.14665e-05	-0.00304	3.14665e-05	0.000493451	-0.00434	-0.0466
60	-6.15026e-05	0.000490591	0.000278907	0.000740177	8.58176e-05	0.00135	8.15267e-05	0.000180217	0.000439815	0.000492021	0.000114423	-0.000123005	0.000543511	0.00101	-9.65448e-05	0.000617172	0.000377597	0.000892503	-6.43632e-05	-0.00556	0.000160908	0.000720868	-0.00423	-0.02584
61	6.15026e-05	0.000296071	-5.57814e-05	3.14665e-05	0.000360434	0.00106	0.000111563	0.000450542	-0.000153757	0.000740177	-0.00034327	0.000184508	0.000750904	0.0012	0.000263174	-0.0178	0.000403343	0.000735886	0.00019309	-0.01188	-0.000377597	0.000672238	-0.00476	0.08154
62	-0.000120145	0.000720868	-0.000139454	0.000818128	0.000240289	0.000772359	0.000263889	0.000351852	0.000205247	0.000881061	-6.00723e-05	0.000450542	0.000205247	0.000861036	9.65448e-05	-0.01004	0.000595717	0.00053779	6.57935e-05	0.00201	-3.14665e-05	0.000571402	0.29977	0.87755
63	-0.000210253	0.00154	-0.000502033	0.000810977	0.000480579	0.00115	-0.000306798	-9.01085e-05	0.000234568	0.000891788	-5.72117e-05	0	0.000871049	0.00106	0.000168059	-0.122	0.000739461	0.000943994	0.000125866	-0.08947	-0.000128726	0.000234568	1.47562	0.79556
64	9.22539e-05	0.00175	-0.000143029	0.000330398	0.000657935	0.000912527	0.000353282	0.000228847	0.000286059	0.000430518	0.000407634	-0.000263889	0.00039047	0.000652214	0.000220265	-0.11616	0.000625038	0.00137	-9.43994e-05	-0.0484	-0.000123005	0.00034327	1.88377	0.92031
65	0.03721	0.00207	0.00104	0	-0.000526348	0.000167344	0.02786	-0.000267465	-0.000188799	-0.000102981	0.09546	-0.000300362	0.000170205	0	0.08339	-0.0854	-0.000146605	0.000540651	-0.000529924	-0.07473	0.01121	-0.00038904	2.1641	1.13909
66	0.19006	0.00392	0.00158	0.06187	0.16618	0.04317	0.25054	0.14129	0.18186	0.03978	0.15152	0.15645	0.07644	-0.000405488	0.27004	0.01105	0.06697	0.02167	0.2062	-0.19884	0.51278	0.10382	1.93545	1.1615
67	0.50989	0.00842	0.00584	0.41368	0.77127	0.45442	0.78123	0.75531	0.3709	0.4578	0.49787	0.41702	0.46733	0.24616	0.64412	0.21694	0.24246	0.15991	0.37205	-0.37635	0.77804	0.56333	1.75184	1.04496
68	1.75926	0.0265	0.02458	1.9502	2.4604	1.93821	2.7029	1.97883	1.64136	2.22534	1.82138	1.38461	1.42935	1.31197	1.70288	0.8725	0.88014	0.9592	1.03402	-0.89433	2.46259	2.41056	2.55367	1.0087
69	1.64656	0.02609	0.02414	1.67564	2.32108	1.94286	2.3201	2.28923	1.77846	1.92601	1.53809	1.17196	1.62394	1.3298	1.62975	0.7917	0.84527	0.81218	1.42897	-0.95276	2.74633	2.16651	2.81961	1.31687
70	1.11229	0.01486	0.01196	1.12693	1.56621	1.06916	1.58856	1.16226	1.04609	0.98484	1.01465	0.91035	0.89722	0.77303	1.17401	0.60591	0.15452	0.30434	0.85357	-0.6272	1.63198	1.33953	2.04046	0.95868
71	6.9917	0.13847	0.14868	7.11276	8.94858	7.34742	9.03641	7.8787	6.983	7.30669	7.70194	6.14107	6.37514	5.38578	6.62187	1.59623	4.74646	4.07252	5.56504	-1.69875	8.17665	7.73475	7.3491	1.25266
72	5.93278	0.09879	0.10824	4.74845	7.02339	5.99348	7.36249	6.9118	5.37508	5.92647	6.01853	4.37339	5.51435	4.57423	5.42988	1.89467	3.20697	2.81419	4.35767	-2.07365	6.96104	6.68236	5.3707	1.05102
73	5.72503	0.10363	0.11259	5.72001	7.14495	5.6926	7.25267	6.37	5.57206	6.34171	6.10702	4.8821	5.49265	5.03588	5.63505	0.02374	3.61676	2.55184	4.76738	-0.12429	6.96286	6.65482	5.5639	1.23299
74	7.71173	0.15638	0.17814	7.69839	9.51465	7.60805	10.14255	9.08537	8.25826	8.99055	8.32458	7.0957	7.74105	7.22057	8.33215	2.58832	3.93944	3.89752	7.14025	-2.49364	9.05075	8.73203	8.27131	1.18601
75	8.19382	0.16367	0.19155	8.32873	9.65554	8.10298	10.17423	9.53361	8.06236	8.70748	8.71139	7.80934	8.00994	7.29914	8.45877	2.44867	4.22583	3.79377	7.49352	-2.50581	9.45479	9.04682	8.92948	1.04039
