	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
76	8.37933	0.17192	0.20203	8.45532	10.02941	8.09754	10.49505	9.91091	8.41533	8.94888	9.35042	7.37305	8.52875	7.78156	8.79089	0.37499	5.0976	3.96122	7.32922	-0.43535	9.62409	9.2731	9.22386	1.23328
77	7.60889	0.17483	0.207	7.93193	9.74864	8.31478	10.51973	9.78175	9.0074	9.79464	9.42208	7.84042	9.2988	7.72429	9.05979	2.55946	4.95146	3.7686	6.73288	-2.72891	9.87852	9.64102	9.49212	1.06651
78	8.14119	0.17672	0.20831	8.78477	9.85917	8.02982	11.03611	10.22609	9.06855	10.02067	9.22294	7.95413	8.70606	8.02331	8.83343	2.30307	5.17045	3.80126	7.41618	-2.4924	10.14161	9.91306	9.87889	0.98172
79	8.58239	0.19386	0.22903	9.76664	10.6552	8.48136	11.43577	11.02906	10.59282	10.67966	10.47128	9.41601	9.79468	8.68029	9.27848	2.68912	5.31319	4.60944	8.12713	-2.83241	10.77494	10.54716	9.82433	0.96921
80	1.94514	0.02917	0.02775	2.38331	2.1054	1.71498	3.54168	3.2602	2.21887	2.86204	2.41403	2.11385	2.31815	2.04616	2.16356	0.84119	1.10115	1.10224	1.84406	-0.87248	3.27236	3.41429	3.68081	1.03687
81	8.19937	0.17054	0.19608	9.29323	9.49447	7.30676	10.96782	9.80933	8.83313	9.96849	9.49979	8.45462	8.63061	8.15352	9.25475	2.52608	4.72408	4.09922	7.46896	-2.6301	10.06042	9.8718	9.89699	1.03393
82	6.19602	0.11939	0.13678	7.33581	7.56192	4.98399	8.98042	8.40062	7.76485	7.78221	7.41342	6.35767	6.47929	6.07333	7.28507	2.05555	3.55469	3.11284	6.05812	-1.99561	8.05091	7.83594	7.37994	1.04835
83	2.20139	0.02671	0.0274	2.59597	2.04639	1.77153	3.18406	3.03782	2.40362	2.6906	2.54689	1.93463	2.31398	2.544	2.47114	0.93528	1.01129	0.84561	1.90977	-1.06523	2.76911	3.31319	3.55588	0.95237
84	6.19142	0.11214	0.12511	6.37055	7.36675	5.85731	8.50444	8.38715	6.77285	7.36662	6.759	6.71966	6.63571	6.26352	7.08713	2.1404	3.50227	3.61695	6.07345	-2.06416	8.04608	8.16272	7.60013	1.06587
85	1.52387	0.0182	0.01636	1.74883	1.60635	1.11201	2.37131	2.41567	1.78295	2.03526	1.5551	1.36967	1.65993	1.42923	1.56217	0.7367	0.89237	0.67929	1.34091	-0.69245	2.22628	2.35936	3.27921	0.91454
86	0.98952	0.01339	0.0118	1.13739	1.18622	0.61056	1.71466	1.82364	1.20711	1.50497	0.98286	0.96707	0.90563	0.8165	1.20501	0.55117	0.52775	0.49583	1.00126	-0.5718	1.88808	1.97995	2.7484	0.96662
87	0.51238	0.00746	0.00532	0.52551	0.76378	0.37785	1.04506	1.04208	0.71961	0.78079	0.67643	0.39627	0.38046	0.48914	0.61685	0.32787	0.2554	0.17063	0.59765	-0.44396	1.07803	0.91119	2.55061	1.1361
88	2.96301	0.04272	0.04052	2.72762	3.162	2.7159	3.92786	4.50859	3.54049	3.51984	3.54178	2.90599	3.25283	2.71668	3.36497	1.19018	1.21914	1.68314	3.10032	-1.14217	4.09962	4.39967	4.44173	1.08125
89	0.87051	0.01389	0.01179	1.27399	1.21922	0.67473	1.7776	1.74367	1.08691	1.73301	1.17813	1.08832	0.87062	1.18937	1.1543	0.56436	0.55832	0.65302	1.02831	-0.56388	1.98296	1.80953	2.80839	0.99258
90	0.91138	0.01417	0.01212	1.36721	0.92222	0.65788	2.04023	1.70257	1.08645	1.52614	1.3416	0.80522	1.06907	1.18027	1.32477	0.49502	0.50135	0.49835	0.8151	-0.56029	1.99463	1.77011	2.76177	0.984
91	6.11765	0.17642	0.05542	0.68375	8.46094	6.90369	11.25828	11.21326	7.98158	9.89236	8.34089	6.64934	7.40227	7.70526	8.4611	0.41421	3.9998	4.50906	6.29263	-0.38706	10.98218	11.0648	8.25554	1.12909
92	7.19619	7.59717	0.21162	9.11024	8.70617	6.28107	11.30444	10.56579	8.28004	10.53108	7.8844	6.74051	8.85815	7.954	7.9058	0.09505	4.3569	3.95902	7.28393	-0.35081	10.4491	10.39692	8.63698	1.24207
93	2.91764	2.76358	0.05554	4.11816	3.19434	2.03044	4.89233	4.66426	3.61682	3.84526	3.13876	2.894	3.40058	2.93798	3.39932	1.2381	1.64111	1.45837	2.81037	-1.40625	4.88349	4.42471	4.32768	1.09139
94	5.48983	5.87774	0.16432	7.54212	5.95352	5.35569	10.17659	9.4835	6.87743	8.29183	6.66993	6.21254	7.1607	6.53553	7.11203	2.32902	3.04711	3.07822	5.91107	-2.47077	9.19558	8.9348	7.1333	1.11936
95	5.17345	5.12492	0.1462	7.10509	6.36414	4.38877	9.04252	9.08594	6.8463	7.6436	6.02288	4.73898	6.07431	5.92927	6.37668	2.1157	3.4367	2.58569	5.31231	-2.30364	8.86671	8.61304	6.6439	0.92168
96	2.99883	3.12809	0.00595	0.9397	3.51865	2.79293	5.85139	5.60163	3.60037	4.71628	3.80739	3.62133	4.28896	3.81629	3.96757	0.39424	1.95425	1.43856	2.98275	-0.23271	5.55725	5.54145	4.49256	1.0178
97	0.34867	0.05745	0.00175	0.1172	0.24458	0.02632	0.48011	0.34276	0.21207	0.17354	0.28089	0.20682	0.12426	0.16643	0.21323	0.0617	0.11987	0.02773	0.17109	-0.08225	0.24898	0.42724	2.42801	0.99961
98	0.22377	0.07932	0.00279	0.19875	0.20497	0.02613	0.53686	0.37965	0.24081	0.19722	0.38737	0.16081	0.12941	0.08329	0.21493	0.30337	0.08534	0.02037	0.2925	-0.21961	0.41676	0.28136	1.99478	1.09458
